onset	duration	trial_type	value
117.55519999999999	18	WordIncongruent	1.0
149.55315199999998	18	WordCongruent	1.0
180.57625599999997	18	WordCongruent	1.0
208.61747199999996	18	WordCongruent	1.0
23.453695999999997	18	WordIncongruent	1.0
239.64057599999998	18	WordIncongruent	1.0
271.63852799999995	18	WordIncongruent	1.0
304.72601599999996	18	WordCongruent	1.0
337.75615999999997	18	WordIncongruent	1.0
370.786304	18	WordCongruent	1.0
398.77017599999994	18	WordIncongruent	1.0
430.82547199999993	18	WordCongruent	1.0
462.82342399999993	18	WordCongruent	1.0
493.8465279999999	18	WordIncongruent	1.0
524.8696319999999	18	WordIncongruent	1.0
54.47679999999999	18	WordCongruent	1.0
556.9249279999999	18	WordCongruent	1.0
87.50694399999999	81	WordIncongruent	1.0
