onset	duration	trial_type	value
116.40831999999999	18	WordIncongruent	1.0
148.40627199999997	18	WordCongruent	1.0
179.42937599999996	18	WordIncongruent	1.0
210.45247999999998	18	WordIncongruent	1.0
24.313855999999998	18	WordCongruent	1.0
242.45043199999998	18	WordIncongruent	1.0
272.49868799999996	18	WordIncongruent	1.0
305.52883199999997	18	WordIncongruent	1.0
337.52678399999996	18	WordIncongruent	1.0
370.55692799999997	18	WordIncongruent	1.0
402.55487999999997	18	WordCongruent	1.0
434.61017599999997	18	WordCongruent	1.0
462.59404799999993	18	WordCongruent	1.0
495.62419199999994	18	WordCongruent	1.0
526.647296	18	WordIncongruent	1.0
557.6704	18	WordCongruent	1.0
57.343999999999994	18	WordCongruent	1.0
88.36710399999998	18	WordCongruent	1.0
